,ID,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,GK,Height,Weight,DOB,Preferred foot,Weak foot,Skill move,International reputation,Work rate,Body type,Real face,Release clause,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Traits
2903,209440,78,78,78,78,78,78,78,78,78,78,78,78,72,72,72,78,60,55,55,55,60,56,46,46,46,56,21,174,69,12-Dec-90,Right,4,4,2,High/Medium,Normal (170-185),No,€23.8M,69,79,66,74,68,80,70,71,67,78,86,86,88,78,85,74,71,87,64,69,38,28,82,70,78,77,30,22,23,15,14,12,9,10,"Solid Player, Speed Dribbler (AI)"
2904,209950,69,69,69,69,69,69,69,69,69,69,69,69,61,61,61,69,53,47,47,47,53,49,42,42,42,49,16,176,76,24-Dec-90,Right,4,3,1,Medium/Medium,Lean (170-185),No,€2.4M,60,69,60,66,65,77,43,63,52,72,86,86,84,58,80,67,73,68,68,64,39,18,69,57,62,58,30,18,21,7,8,11,7,14,Speed Dribbler (AI)
2905,210021,73,73,73,75,75,75,75,75,76,76,76,76,74,74,74,76,67,63,63,63,67,63,54,54,54,63,21,173,71,21-Mar-95,Right,5,3,1,High/Medium,Normal (170-185),No,€10.2M,68,75,40,77,55,74,68,77,69,75,77,81,87,79,85,73,73,87,60,74,42,45,74,73,58,73,47,42,44,15,10,9,9,12,"Flair, Playmaker (AI), Technical Dribbler (AI)"
2906,210047,70,70,70,66,67,67,67,66,70,70,70,69,73,73,73,69,73,76,76,76,73,74,76,76,76,74,20,188,84,20-Dec-91,Right,3,2,2,High/Medium,Normal (185+),Yes,€12.4M,65,60,80,74,61,66,66,66,74,71,54,55,64,76,61,77,77,70,78,73,73,79,62,67,75,73,77,77,75,8,9,11,10,15,"Injury Prone, Long Passer (AI), Long Shot Taker (AI)"
2907,210136,62,62,62,64,62,62,62,64,65,65,65,69,68,68,68,69,75,72,72,72,75,75,74,74,74,75,19,183,77,11-Jun-94,Right,3,2,1,High/Medium,Lean (170-185),No,</label>,78,38,69,68,39,63,58,37,64,63,74,79,71,68,67,56,73,80,71,51,72,67,66,64,38,59,74,76,76,16,8,11,10,9,Early Crosser
2908,210438,70,70,70,74,73,73,73,74,74,74,74,74,71,71,71,74,57,53,53,53,57,52,41,41,41,52,19,179,70,25-Feb-93,Right,4,4,2,High/Medium,Lean (170-185),Yes,€8.4M,76,66,43,75,55,77,76,77,70,76,73,72,80,68,77,75,56,65,50,68,48,29,75,79,56,77,21,22,28,6,15,10,12,9,"Flair, Outside Foot Shot, Technical Dribbler (AI)"
2909,210513,73,73,73,78,76,76,76,78,78,78,78,78,74,74,74,78,60,60,60,60,60,55,49,49,49,55,20,168,67,18-Jan-93,Left,2,4,2,Medium/Low,Stocky (170-),No,</label>,78,71,49,77,75,83,87,83,78,83,78,68,88,69,89,83,48,51,50,81,59,37,69,85,77,84,51,30,22,14,16,10,7,12,"Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)"
2910,210644,70,70,70,71,70,70,70,71,72,72,72,72,69,69,69,72,60,59,59,59,60,58,53,53,53,58,19,182,75,9-Mar-95,Right,3,3,1,High/Medium,Normal (170-185),No,€4.3M,64,70,53,68,57,70,69,71,65,73,75,73,84,72,69,69,60,71,65,67,57,31,69,71,66,58,39,50,41,7,8,10,12,13,"Injury Prone, Playmaker (AI)"
2911,210972,62,62,62,65,63,63,63,65,64,64,64,69,67,67,67,69,75,72,72,72,75,74,72,72,72,74,20,178,76,5-May-94,Right,3,3,2,Medium/Medium,Normal (170-185),Yes,€8.7M,73,32,61,70,37,72,72,46,62,74,74,67,71,71,68,69,67,75,60,44,68,74,67,41,46,64,73,75,74,14,7,14,12,13,Injury Prone
2912,211408,69,69,69,71,71,71,71,71,75,75,75,74,75,75,75,74,74,75,75,75,74,73,73,73,73,73,19,176,73,2-Feb-95,Right,3,3,2,High/High,Normal (170-185),No,€8.7M,60,64,56,78,38,74,62,36,74,76,72,62,73,74,79,70,78,76,61,64,79,76,68,76,50,70,72,74,70,13,8,11,14,6,Long Shot Taker (AI)
2913,211791,58,58,58,62,60,60,60,62,64,64,64,67,65,65,65,67,67,66,66,66,67,67,64,64,64,67,21,181,74,14-Sep-93,Right,2,3,1,High/High,Normal (170-185),No,€1.3M,71,40,56,66,25,59,71,40,62,64,71,81,70,63,77,41,83,79,68,40,60,59,62,70,35,63,59,63,60,16,9,13,15,12,"Long Throw-in, Early Crosser, Speed Dribbler (AI), Team Player"
2914,212035,70,70,70,70,68,68,68,70,69,69,69,70,63,63,63,70,60,55,55,55,60,58,51,51,51,58,20,173,71,8-Apr-93,Right,4,4,1,Medium/Low,Stocky (170-185),No,€3M,67,67,64,62,66,69,67,71,61,70,90,90,90,64,80,71,84,79,56,67,54,39,66,53,62,66,40,32,34,8,15,11,11,15,"Long Shot Taker (AI), Speed Dribbler (AI)"
2915,212067,33,33,33,28,30,30,30,28,32,32,32,32,32,32,32,32,31,32,32,32,31,32,33,33,33,32,79,187,82,9-Mar-89,Left,3,1,1,Medium/Medium,Normal (185+),No,€14.5M,16,16,27,23,13,16,25,23,24,19,44,48,57,77,45,56,82,45,67,13,22,23,12,55,46,42,23,19,15,77,74,75,78,78,"Leadership, Comes For Crosses"
2916,212118,62,62,62,68,66,66,66,68,71,71,71,72,76,76,76,72,75,75,75,75,75,73,68,68,68,73,22,179,70,15-Jul-95,Left,5,3,1,Medium/High,Lean (170-185),Yes,€10.9M,73,52,39,79,49,68,73,68,76,75,60,63,77,74,76,69,64,90,56,66,64,73,53,73,60,65,63,74,68,16,15,6,7,15,"Solid Player, Long Passer (AI), Long Shot Taker (AI)"
2917,212478,72,72,72,68,70,70,70,68,70,70,70,70,65,65,65,70,59,57,57,57,59,58,57,57,57,58,20,188,80,2-Sep-91,Right,5,3,3,High/High,Normal (185+),Yes,€3.5M,41,71,66,60,68,70,60,30,45,67,81,88,76,70,50,77,86,84,79,64,62,37,78,59,68,64,39,50,30,11,7,11,14,11,None
2918,212491,71,71,71,73,72,72,72,73,75,75,75,75,74,74,74,75,75,73,73,73,75,75,72,72,72,75,17,179,70,7-Nov-93,Left,2,4,1,High/Medium,Normal (170-185),Yes,€10.5M,74,55,63,74,61,80,72,48,67,77,77,79,77,74,79,75,70,76,67,69,65,69,65,71,49,75,65,74,73,8,7,10,7,7,"Injury Prone, Flair, Technical Dribbler (AI)"
2919,212623,79,79,79,76,76,76,76,76,77,77,77,77,73,73,73,77,67,64,64,64,67,65,61,61,61,65,20,181,77,7-Dec-95,Right,3,3,1,High/Low,Lean (170-185),Yes,€30.5M,73,79,76,71,74,77,69,55,65,78,75,78,75,77,70,78,84,73,71,72,69,55,81,68,67,69,39,46,49,9,8,14,8,15,"Speed Dribbler (AI), Power Header"
2920,190868,62,62,62,61,61,61,61,61,64,64,64,66,68,68,68,66,72,72,72,72,72,72,72,72,72,72,17,183,86,28-Oct-89,Right,3,3,2,Medium/High,Stocky (170-185),No,€3.5M,57,43,67,72,37,60,66,51,70,68,77,68,70,68,73,60,86,80,78,57,77,71,48,57,45,64,68,77,71,9,6,6,9,11,None
2921,190941,30,30,30,26,29,29,29,26,33,33,33,31,34,34,34,31,29,31,31,31,29,28,28,28,28,28,83,192,83,24-Nov-89,Right,3,1,3,Medium/Medium,Normal (185+),Yes,€32.3M,11,11,11,30,9,10,11,15,33,20,38,44,43,82,39,52,69,34,55,14,31,18,9,53,20,48,10,10,13,84,78,69,83,87,"Leadership, Team Player, Saves with Feet"
2922,191043,75,75,75,75,74,74,74,75,77,77,77,79,78,78,78,79,81,80,80,80,81,81,81,81,81,81,19,180,80,26-Jan-91,Left,3,3,3,High/Medium,Unique,Yes,€37.4M,82,55,76,79,68,78,78,56,68,80,73,79,75,79,76,78,78,81,77,72,80,76,69,70,60,78,76,80,77,7,7,9,12,5,Speed Dribbler (AI)
2923,191740,77,77,77,75,76,76,76,75,80,80,80,79,80,80,80,79,80,80,80,80,80,80,80,80,80,80,21,182,71,14-Aug-89,Right,4,3,3,High/High,Lean (170-185),Yes,€32.4M,71,70,63,81,70,78,79,64,81,80,68,62,75,82,76,78,63,81,70,72,82,82,76,80,74,82,79,81,76,9,12,15,9,8,"Long Shot Taker (AI), Outside Foot Shot, Team Player"
2924,192319,62,62,62,64,62,62,62,64,65,65,65,67,66,66,66,67,68,67,67,67,68,68,66,66,66,68,19,179,73,21-May-93,Left,3,3,1,High/Medium,Normal (170-185),Yes,€2M,70,49,59,64,44,64,75,75,63,65,69,72,71,63,69,60,78,72,65,64,66,63,60,63,43,63,64,66,63,14,9,6,15,10,"Power Free-Kick, Early Crosser"
2925,192496,49,49,49,44,44,44,44,44,47,47,47,49,52,52,52,49,59,61,61,61,59,60,63,63,63,60,18,188,79,26-Oct-91,Right,3,2,1,Low/Medium,Normal (185+),No,</label>,47,30,62,54,37,40,36,30,54,48,54,53,46,59,47,57,76,69,77,34,64,62,30,42,40,53,62,62,61,7,14,14,9,12,None
2926,192955,71,71,71,72,72,72,72,72,74,74,74,74,74,74,74,74,71,72,72,72,71,69,67,67,67,69,21,183,82,13-Jun-90,Right,3,3,1,Medium/High,Lean (170-185),Yes,€6.7M,68,73,49,75,60,73,73,65,73,75,67,66,65,72,73,68,64,81,73,73,63,67,70,76,76,77,66,68,50,11,16,12,11,14,"Solid Player, Finesse Shot, Long Shot Taker (AI)"
2927,193198,72,72,72,69,70,70,70,69,74,74,74,73,78,78,78,73,76,79,79,79,76,75,77,77,77,75,20,187,73,16-Nov-91,Right,2,3,2,Low/Medium,Normal (185+),No,€31.5M,74,58,69,84,69,66,80,79,78,78,55,61,60,70,53,85,67,82,85,81,82,76,65,74,74,80,74,75,72,8,11,8,14,12,Long Shot Taker (AI)
2928,193337,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,21,177,72,22-May-91,Left,3,3,1,High/High,Normal (170-185),No,€2.3M,63,68,64,69,61,68,60,56,65,68,86,79,87,72,83,70,80,72,76,65,75,72,71,70,59,72,70,72,70,13,9,12,15,13,"Injury Prone, Flair"
2929,193361,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,75,75,75,75,75,73,70,70,70,73,21,182,76,8-Feb-91,Right,4,4,2,Medium/Medium,Normal (170-185),Yes,€17M,77,72,67,79,73,80,78,56,77,80,68,70,79,73,77,77,63,82,67,75,71,68,73,82,62,75,67,66,65,15,10,9,14,13,"Playmaker (AI), Technical Dribbler (AI)"
2930,193425,70,70,70,66,68,68,68,66,70,70,70,68,70,70,70,68,70,70,70,70,70,70,70,70,70,70,17,188,82,26-Mar-90,Right,3,3,1,Medium/Medium,Normal (185+),Yes,€2M,54,65,77,70,63,67,52,40,66,68,61,55,62,72,63,75,90,83,79,71,74,71,70,68,57,67,67,71,68,6,9,16,6,10,Solid Player
2931,193983,80,80,80,77,78,78,78,77,78,78,78,78,72,72,72,78,60,59,59,59,60,58,56,56,56,58,20,181,83,9-Oct-91,Right,3,3,2,High/High,Stocky (170-185),No,€39.9M,71,81,82,74,81,76,69,69,64,74,81,86,73,75,74,89,79,80,85,77,80,27,81,75,72,78,32,37,25,10,14,10,8,11,"Power Free-Kick, Long Shot Taker (AI), Power Header, Outside Foot Shot"
2932,194806,62,62,62,56,57,57,57,56,59,59,59,61,64,64,64,61,72,74,74,74,72,74,78,78,78,74,16,188,77,6-May-90,Right,2,2,2,Low/Medium,Normal (185+),Yes,€18.1M,65,49,84,66,29,48,45,24,62,66,48,53,56,76,50,57,84,72,80,30,79,80,56,51,66,69,79,78,79,7,8,7,7,5,"Solid Player, Power Header, Team Player"
2933,195037,43,43,43,36,39,39,39,36,43,43,43,43,51,51,51,43,57,65,65,65,57,59,69,69,69,59,18,191,90,21-Sep-90,Right,2,2,1,Low/High,Normal (185+),Yes,€1.9M,24,20,72,56,18,31,25,16,53,46,31,32,35,63,37,32,75,69,86,18,77,70,35,39,27,51,70,67,68,11,11,8,10,9,Solid Player
2934,195093,78,78,78,73,77,77,77,73,77,77,77,74,71,71,71,74,58,59,59,59,58,55,57,57,57,55,22,189,91,23-Nov-91,Right,4,4,2,Medium/Low,Normal (185+),Yes,</label>,54,80,80,75,73,76,68,60,50,79,62,67,65,78,38,83,79,68,88,74,75,35,81,76,76,77,40,32,30,15,14,16,15,8,"Long Shot Taker (AI), Power Header, Outside Foot Shot"
2935,195272,75,75,75,74,74,74,74,74,75,75,75,77,76,76,76,77,77,76,76,76,77,77,75,75,75,77,20,180,71,25-Oct-91,Right,4,3,1,High/High,Normal (170-185),No,€16.2M,78,66,68,76,81,74,73,68,72,77,75,73,65,74,79,76,71,84,72,75,77,72,77,67,66,71,73,72,73,11,8,13,12,15,"Long Throw-in, Solid Player, Leadership"
2936,196150,75,75,75,75,75,75,75,75,75,75,75,75,73,73,73,75,53,57,57,57,53,49,50,50,50,49,20,180,87,17-May-85,Right,3,4,1,High/Low,Normal (170-185),No,€2.6M,68,79,70,78,74,79,67,63,70,81,57,52,76,74,74,72,81,54,77,69,88,25,84,82,72,82,21,26,20,14,13,11,6,13,"Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot"
2937,196801,58,58,58,54,56,56,56,54,60,60,60,56,63,63,63,56,62,69,69,69,62,64,71,71,71,64,19,186,80,8-Sep-88,Right,3,2,2,Medium/Medium,Lean (185+),No,€2.4M,40,44,75,69,50,59,55,38,55,69,34,40,59,67,64,49,75,48,76,59,75,72,43,54,38,70,72,72,68,10,14,7,11,11,None
2938,197225,75,75,75,78,77,77,77,78,79,79,79,79,79,79,79,79,70,69,69,69,70,66,59,59,59,66,23,170,69,21-Mar-89,Left,3,4,3,High/Medium,Normal (170-),Yes,€21M,80,72,42,83,71,81,82,78,76,81,74,67,78,79,80,72,55,79,66,76,69,49,77,80,76,82,50,52,40,12,16,11,7,15,"Leadership, Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)"
2939,198071,54,54,54,57,54,54,54,57,58,58,58,61,59,59,59,61,65,63,63,63,65,65,65,65,65,65,15,176,70,14-Apr-93,Right,3,2,1,Medium/High,Lean (170-185),No,€1.1M,59,33,61,59,28,60,42,38,58,59,74,69,82,59,77,39,92,81,70,31,59,59,52,52,41,57,62,63,62,6,7,11,6,8,"Long Throw-in, Early Crosser"
2940,198118,69,69,69,64,66,66,66,64,69,69,69,68,73,73,73,68,75,77,77,77,75,76,77,77,77,76,21,188,77,19-Sep-90,Right,3,2,2,Medium/High,Normal (185+),Yes,</label>,52,49,83,75,49,63,42,53,73,70,61,72,53,77,50,78,75,74,80,66,80,83,61,65,50,75,79,77,80,14,8,14,10,15,None
2941,198451,74,74,74,75,75,75,75,75,76,76,76,76,76,76,76,76,73,72,72,72,73,72,67,67,67,72,20,178,71,6-Jun-88,Right,3,3,1,High/High,Normal (170-185),No,€10.3M,70,78,56,76,46,72,72,78,72,76,79,89,66,72,69,72,66,78,69,77,60,64,70,76,76,66,58,69,64,15,15,9,8,7,Speed Dribbler (AI)
2942,198617,66,66,66,69,68,68,68,69,69,69,69,69,69,69,69,69,63,62,62,62,63,60,56,56,56,60,18,182,71,26-May-90,Right,3,3,1,Medium/High,Lean (170-185),No,€1.9M,66,63,49,72,64,73,68,52,63,71,72,65,75,70,75,61,59,73,54,58,63,38,66,72,58,72,58,51,42,7,9,7,6,14,None
2943,198640,72,72,72,74,74,74,74,74,74,74,74,74,71,71,71,74,59,56,56,56,59,55,46,46,46,55,20,175,65,9-Mar-93,Right,5,4,1,Medium/Low,Normal (170-185),No,€5.9M,77,71,52,72,74,76,84,83,68,80,74,69,75,69,80,82,37,65,55,81,38,31,66,80,68,75,36,36,28,10,10,14,15,11,"Finesse Shot, Flair, Long Shot Taker (AI)"
2944,198657,71,71,71,71,71,71,71,71,73,73,73,75,74,74,74,75,77,77,77,77,77,77,76,76,76,77,22,170,70,6-Mar-93,Right,3,3,1,High/High,Normal (170-),No,€19M,73,55,61,73,61,73,73,54,67,74,76,82,73,75,93,75,75,92,77,58,82,74,69,71,48,75,73,75,73,15,12,7,10,16,"Solid Player, Dives Into Tackles (AI)"
2945,198658,72,72,72,74,73,73,73,74,77,77,77,78,78,78,78,78,78,78,78,78,78,77,75,75,75,77,21,175,68,11-Aug-93,Right,3,3,2,Medium/High,Normal (170-185),No,€22.5M,73,58,58,82,60,76,66,55,79,78,75,76,74,81,83,74,65,90,75,66,78,78,66,78,51,80,75,72,66,8,12,11,13,13,Solid Player
2946,198704,56,56,56,62,60,60,60,62,66,66,66,66,66,66,66,66,66,66,66,66,66,66,63,63,63,66,20,178,65,1-Mar-93,Left,3,3,1,Low/Medium,Lean (170-185),No,€1.5M,68,45,44,71,48,66,65,61,69,70,61,54,77,64,77,41,53,61,49,47,57,65,53,68,59,62,61,68,65,9,10,7,16,15,Injury Prone
2947,198719,72,72,72,76,75,75,75,76,76,76,76,76,70,70,70,76,59,54,54,54,59,54,42,42,42,54,20,173,69,6-Mar-94,Right,3,4,2,High/Medium,Lean (170-185),Yes,€15.2M,69,70,33,73,55,81,70,65,62,78,85,78,88,72,86,80,39,67,50,74,38,30,78,71,57,68,33,26,30,12,14,16,6,10,"Flair, Long Shot Taker (AI), Speed Dribbler (AI)"
2948,199000,63,63,63,56,57,57,57,56,59,59,59,59,63,63,63,59,68,71,71,71,68,70,72,72,72,70,19,183,76,5-Jan-92,Right,3,2,1,Medium/Medium,Normal (170-185),No,€2.9M,48,55,73,65,43,45,52,25,67,57,68,65,64,68,67,66,79,73,77,58,72,75,52,47,63,70,77,70,71,13,12,11,14,6,None
2949,199103,33,33,33,29,33,33,33,29,37,37,37,33,38,38,38,33,31,37,37,37,31,31,35,35,35,31,72,195,81,5-Jun-87,Right,3,1,1,Medium/Medium,Lean (185+),No,€560K,13,11,23,37,15,20,27,15,39,32,34,35,30,69,33,56,63,25,73,13,31,24,15,63,17,67,26,21,22,71,68,74,75,72,Team Player
2950,199191,57,57,57,59,57,57,57,59,61,61,61,64,64,64,64,64,71,70,70,70,71,72,71,71,71,72,18,179,68,9-Jun-92,Right,3,2,1,Low/Medium,Normal (170-185),No,€4.2M,61,33,58,61,34,61,60,44,56,65,73,76,76,66,71,51,82,89,68,38,72,67,51,59,47,67,74,73,69,9,8,11,13,9,None
2951,199339,38,38,38,39,41,41,41,39,48,48,48,44,50,50,50,44,39,46,46,46,39,37,37,37,37,37,76,186,83,9-Sep-88,Right,5,1,1,Medium/Medium,Normal (185+),No,€6.7M,17,12,15,59,13,30,15,14,65,47,57,45,49,71,64,62,70,43,65,18,38,32,13,69,34,67,30,14,19,76,72,83,74,79,"Leadership, Long Passer (AI), Rushes Out Of Goal, Comes For Crosses"
2952,199354,78,78,78,78,78,78,78,78,78,78,78,78,74,74,74,78,60,58,58,58,60,56,50,50,50,56,20,180,73,10-Sep-88,Left,4,4,2,Medium/Low,Normal (170-185),Yes,€24.2M,74,80,68,75,79,78,82,77,69,79,78,79,72,80,69,82,65,68,69,78,67,38,81,78,82,76,25,24,26,14,8,8,10,10,None
2953,199386,76,76,76,74,75,75,75,74,75,75,75,76,72,72,72,76,65,63,63,63,65,63,60,60,60,63,20,170,64,8-Oct-90,Right,2,3,1,High/High,Normal (170-),No,€10.5M,71,73,83,72,75,71,74,64,67,75,80,75,77,76,84,78,88,85,65,75,82,44,80,67,54,73,39,43,41,7,16,6,11,11,"Long Throw-in, Power Header"
2954,199569,66,66,66,65,65,65,65,65,66,66,66,66,64,64,64,66,52,53,53,53,52,50,50,50,50,50,19,183,78,19-Jan-93,Right,3,3,1,Medium/Medium,Normal (170-185),No,€1.3M,64,64,69,64,66,66,70,69,65,62,55,67,68,68,60,72,72,51,73,63,70,36,69,68,77,69,19,38,26,11,14,6,14,6,None
2955,199580,66,66,66,62,64,64,64,62,66,66,66,67,70,70,70,67,72,75,75,75,72,73,76,76,76,73,18,191,85,18-Dec-92,Right,2,2,1,Medium/Medium,Normal (185+),Yes,€10.3M,46,53,78,72,35,66,42,34,73,68,71,67,54,72,47,62,80,82,84,35,78,73,58,62,47,70,74,74,74,10,8,10,11,8,"Leadership, Long Passer (AI), Power Header"
2956,199602,71,71,71,68,69,69,69,68,70,70,70,68,65,65,65,68,53,55,55,55,53,50,53,53,53,50,20,185,80,15-Apr-92,Right,3,4,2,High/High,Stocky (185+),Yes,€4M,67,68,75,68,76,72,68,77,53,73,54,48,59,73,59,79,64,46,81,72,74,32,73,66,80,75,40,30,26,12,13,14,6,11,None
2957,199633,69,69,69,69,69,69,69,69,72,72,72,73,74,74,74,73,76,76,76,76,76,76,76,76,76,76,18,181,78,9-Jun-89,Right,3,2,1,High/High,Normal (170-185),Yes,€9.5M,78,52,71,74,69,72,75,46,73,73,67,65,65,74,68,72,77,78,71,68,76,75,66,70,49,74,77,77,75,11,6,6,13,7,"Long Throw-in, Early Crosser, Long Passer (AI)"
2958,199652,75,75,75,76,77,77,77,76,78,78,78,78,78,78,78,78,73,73,73,73,73,71,67,67,67,71,19,181,78,14-May-94,Right,4,4,2,Medium/Medium,Normal (170-185),Yes,</label>,74,70,62,82,70,81,75,67,78,80,68,67,74,77,67,76,61,74,62,78,66,64,77,79,56,79,58,67,60,6,6,10,14,10,"Injury Prone, Technical Dribbler (AI)"
2959,199750,63,63,63,63,63,63,63,63,63,63,63,63,62,62,62,63,59,57,57,57,59,58,55,55,55,58,16,172,64,9-Feb-91,Right,4,3,1,High/Medium,Normal (170-185),No,€594K,62,53,52,61,54,66,57,40,52,65,78,80,85,61,86,62,90,68,56,58,72,43,61,63,46,67,48,48,36,8,6,12,9,8,"Flair, Technical Dribbler (AI)"
2960,199763,66,66,66,67,66,66,66,67,68,68,68,70,68,68,68,70,73,70,70,70,73,73,70,70,70,73,18,183,77,12-Jul-92,Right,3,3,1,High/Medium,Normal (170-185),No,€4.8M,67,50,60,68,56,68,60,50,62,70,83,85,73,68,72,64,69,84,68,60,71,67,60,60,50,69,66,69,68,9,8,16,7,15,None
2961,199897,60,60,60,61,61,61,61,61,66,66,66,66,70,70,70,66,72,74,74,74,72,72,74,74,74,72,19,181,79,9-Mar-90,Right,3,2,2,Medium/Medium,Normal (170-185),Yes,€5.1M,54,41,61,77,40,65,53,50,69,68,54,67,65,75,75,58,84,80,71,49,69,76,49,63,50,75,73,74,71,6,13,13,10,9,"Dives Into Tackles (AI), Leadership"
2962,200521,66,66,66,68,67,67,67,68,68,68,68,68,64,64,64,68,57,54,54,54,57,53,45,45,45,53,18,178,66,30-Jan-92,Left,2,4,1,Medium/Medium,Lean (170-185),Yes,</label>,66,62,40,66,57,70,74,71,61,71,78,77,79,65,81,72,32,62,56,66,44,34,64,61,68,65,37,39,25,9,12,15,8,8,"Long Passer (AI), Technical Dribbler (AI)"
2963,200607,53,53,53,51,51,51,51,51,55,55,55,56,61,61,61,56,68,72,72,72,68,70,73,73,73,70,19,188,77,29-Apr-90,Right,3,2,1,Medium/Medium,Normal (185+),Yes,€3.4M,49,29,74,67,30,46,45,33,64,67,60,54,54,70,57,52,72,68,77,24,73,73,29,51,37,74,77,75,72,6,11,10,12,12,Team Player
2964,200630,71,71,71,73,71,71,71,73,73,73,73,73,69,69,69,73,66,62,62,62,66,64,58,58,58,64,18,175,77,7-Jul-91,Right,3,4,1,Medium/Medium,Stocky (170-185),No,€5.4M,74,68,54,69,65,76,72,51,58,73,74,81,84,65,91,71,72,68,60,66,44,50,71,72,64,74,54,53,49,12,10,8,9,9,"Finesse Shot, Speed Dribbler (AI), Outside Foot Shot, Team Player"
2965,200633,45,45,45,44,43,43,43,44,47,47,47,50,53,53,53,50,59,62,62,62,59,60,62,62,62,60,19,191,82,11-Apr-92,Left,2,2,1,Medium/Medium,Normal (185+),No,€569K,41,20,61,54,26,49,19,25,57,51,53,49,48,59,47,45,67,76,80,32,64,61,23,44,34,58,60,62,60,11,13,6,16,7,Long Passer (AI)
2966,200731,45,45,45,40,41,41,41,40,44,44,44,45,50,50,50,45,55,59,59,59,55,56,63,63,63,56,16,185,78,3-May-92,Left,3,2,1,Medium/Medium,Stocky (185+),No,€700K,31,27,66,49,25,41,31,27,49,45,48,34,56,59,53,34,92,75,91,25,67,58,33,38,36,53,59,61,59,9,8,7,7,8,"Leadership, Long Passer (AI)"
2967,200857,65,65,65,70,69,69,69,70,70,70,70,70,70,70,70,70,67,68,68,68,67,65,61,61,61,65,20,178,67,8-Dec-92,Right,4,3,2,Medium/Medium,Lean (170-185),Yes,€2.3M,69,59,38,75,71,72,77,69,73,75,72,61,78,63,77,70,54,55,48,75,64,64,66,74,48,67,56,67,54,15,12,14,7,14,Playmaker (AI)
2968,201510,73,73,73,74,73,73,73,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,20,182,74,4-Sep-92,Left,3,3,2,High/Low,Lean (170-185),Yes,€9.3M,75,66,72,75,61,76,69,53,67,80,77,71,72,69,70,69,83,68,69,62,73,73,74,75,54,74,70,74,72,14,10,7,9,15,"Injury Prone, Speed Dribbler (AI)"
2969,201519,77,77,77,77,77,77,77,77,80,80,80,79,80,80,80,79,80,80,80,80,80,79,79,79,79,79,19,177,67,1-Mar-93,Right,3,3,2,Medium/Medium,Normal (170-185),Yes,€31.5M,69,70,59,83,72,79,69,71,78,82,81,75,77,77,81,83,74,81,79,77,82,77,74,74,80,80,79,80,77,9,10,11,8,9,"Long Shot Taker (AI), Playmaker (AI)"
2970,201888,72,72,72,71,71,71,71,71,72,72,72,72,69,69,69,72,61,60,60,60,61,59,57,57,57,59,20,175,75,13-Apr-94,Right,3,3,1,High/Medium,Stocky (170-185),No,€3.1M,60,73,66,66,64,69,64,44,64,71,83,81,75,67,85,76,90,90,84,67,81,44,72,70,71,71,34,37,33,13,14,12,11,9,Leadership
2971,201922,73,73,73,64,67,67,67,64,68,68,68,67,72,72,72,67,74,78,78,78,74,76,79,79,79,76,21,186,82,7-Sep-92,Left,3,2,2,Medium/Medium,Normal (185+),Yes,€25.5M,53,65,83,71,64,54,58,66,78,63,65,74,63,74,63,83,86,76,83,71,81,77,68,65,61,78,78,83,82,14,14,9,13,10,"Power Free-Kick, Dives Into Tackles (AI), Long Passer (AI)"
2972,201955,65,65,65,65,64,64,64,65,65,65,65,69,66,66,66,69,73,71,71,71,73,73,73,73,73,73,21,179,76,2-Dec-92,Left,3,3,1,Medium/High,Normal (170-185),Yes,€5.3M,68,42,65,67,37,69,52,58,57,71,75,79,70,73,73,79,81,82,77,45,74,68,56,53,55,70,69,71,70,10,13,14,8,16,"Injury Prone, Dives Into Tackles (AI)"
2973,202113,65,65,65,66,65,65,65,66,67,67,67,68,67,67,67,68,69,68,68,68,69,69,69,69,69,69,20,177,72,28-Jul-93,Right,3,3,1,Medium/Medium,Normal (170-185),Yes,€2.5M,60,55,63,64,31,67,47,42,62,64,78,81,77,67,77,64,74,63,71,58,69,67,62,68,51,64,67,70,65,14,10,6,13,14,Speed Dribbler (AI)
2974,202131,61,61,61,61,61,61,61,61,64,64,64,65,66,66,66,65,66,67,67,67,66,66,66,66,66,66,21,177,72,6-Mar-94,Right,3,3,1,Low/High,Lean (170-185),No,€1.6M,53,43,53,66,46,62,23,29,67,68,68,74,76,65,74,68,86,78,67,42,71,60,59,60,47,64,63,63,59,15,12,8,14,14,"Long Throw-in, Injury Prone"
